ID	Taxonomy	Well1	Purity1	Count1	Well2	Purity2	Count2	Well3	Purity3	Count3	Well4	Purity4	Count4	Well5	Purity5	Count5
ASV_258	Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus;Bacillus_firmus	L1P10E9	100	271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_259	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azoarcus;Azoarcus_olearius	L1P29F12	66.38	233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_261	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea;Unassigned	L1P10H8	99.69	322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_262	Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Streptosporangium;Streptosporangium_album	L1P25A1	75.7	243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_263	Actinobacteria;Actinobacteria;Solirubrobacterales;Unassigned;Unassigned;Unassigned	L1P07G4	100	263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_264	Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;Labilithrix;Labilithrix_luteola	L1P19B11	98.79	163	L1P07F6	58.33	63	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_265	Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus;Bacillus_luciferensis	L1P39A1	100	269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_267	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;Microvirga_aerophila	L1P29B10	98.8	248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_268	Actinobacteria;Actinobacteria;Actinomycetales;Unassigned;Unassigned;Unassigned	L1P41C11	100	65	L1P05F11	99.53	211	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_269	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_pituitosa	L1P04H9	96.15	300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_270	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Unassigned	L1P17C3	67.44	203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_271	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Unassigned	L1P41A6	97.49	233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_272	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Unassigned	L1P03C4	76.16	262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_273	Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;Blastococcus;Blastococcus_saxobsidens	L1P01B10	100	217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_274	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Unassigned;Unassigned	L1P12D9	60.87	224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_275	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavihumibacter;Flavihumibacter_cheonanensis	L1P14G7	100	294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_276	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P43C8	99.6	249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_277	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Unassigned	L1P18G8	74.74	213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_278	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_guariconensis	L1P32G5	72.2	213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_279	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Unassigned;Unassigned	L1P22A10	68.18	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_280	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Sulfurisoma;Sulfurisoma_sediminicola	L1P40G8	99.56	224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_281	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Aquabacterium;Unassigned	L1P15G5	63.38	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_282	Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionicimonas;Propionicimonas_paludicola	L1P23D1	100	186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_283	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Unassigned;Unassigned	L1P36B6	81.22	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_284	Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Unassigned;Unassigned	L1P40E5	100	175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_285	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Ancalomicrobium;Unassigned	L1P42G6	64.19	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_287	Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Unassigned;Unassigned	L1P27G3	100	187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_289	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P35C4	66.67	152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_290	Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium;Microbacterium_hominis	L1P16B1	74.04	154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_291	Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides;Unassigned	L1P40B2	66.67	154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_292	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P26G9	99.38	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_293	Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Unassigned;Unassigned	L1P26E12	98.1	155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_294	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Geothrix;Geothrix_fermentans	L1P34D12	100	157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_296	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P44D9	100	126	L1P31A10	60.61	20	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_300	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas_natatoria	L1P43B3	40.73	134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_303	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Unassigned	L1P12H7	93.57	131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_304	Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_1;Unassigned;Unassigned	L1P42A4	52.27	138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_305	Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XII;Exiguobacterium;Exiguobacterium_aquaticum	L1P41D11	40	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_307	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Unassigned	L1P31G3	95.12	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_308	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P42D6	100	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_309	Actinobacteria;Actinobacteria;Solirubrobacterales;Unassigned;Unassigned;Unassigned	L1P44A6	100	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_310	Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Micromonospora;Unassigned	L1P24H9	99.26	134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_313	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P04B9	100	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_314	Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides;Nocardioides_terrigena	L1P11A6	100	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_316	Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;Labilithrix;Labilithrix_luteola	L1P26F5	99.07	107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_317	Candidatus_Saccharibacteria;Unassigned;Unassigned;Unassigned;Saccharibacteria_genera_incertae_sedis;Unassigned	L1P05G11	94.2	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_319	Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Micromonospora;Unassigned	L1P18A6	100	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_321	Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus;Unassigned	L1P39C3	52.6	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_322	Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Nocardia;Nocardia_cyriacigeorgica	L1P40D11	100	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_323	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cloacibacterium;Cloacibacterium_normanense	L1P06H9	53.93	96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_325	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Unassigned	L1P20H6	96.51	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_328	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Unassigned	L1P32E2	100	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_336	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P40E3	100	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_337	Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Unassigned;Unassigned	L1P41A1	96.88	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_338	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Steroidobacter;Unassigned	L1P08A7	98.11	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_341	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Unassigned;Unassigned	L1P29B9	100	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_344	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P35B5	70.51	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_346	Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Unassigned;Unassigned	L1P33B8	100	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_356	Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Acetobacteroides;Acetobacteroides_hydrogenigenes	L1P17H1	95.83	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_361	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Silanimonas;Unassigned	L1P07A6	100	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_364	Actinobacteria;Actinobacteria;Actinomycetales;Unassigned;Unassigned;Unassigned	L1P08B6	100	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_365	Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Oscillochloris;Unassigned	L1P12D3	100	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_366	Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;Unassigned	L1P26C3	100	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_367	Unassigned;Unassigned;Unassigned;Unassigned;Unassigned;Unassigned	L1P30C5	97.44	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_374	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P03B5	100	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_376	Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Unassigned	L1P20D1	36.94	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
